;imagen;toponimo;0;1;2;3;4;5;6;7;num_caract;image;lon_text;lat_text;PERCENTAGE;COINCIDENCE;category;type_cat
1060;m-1359 f-37742.jpg;BA NITA;1153.0;1624.0;1291.0;1620.0;1292.0;1647.0;1154.0;1651.0;7;m-1359 f-37742;-7.556.336.818.933.240;38.301.717.338.335.100;7.142.857.142.857.140;PAUNITA;Vereda;CATALOGO
1061;m-1359 f-37742.jpg;LAS ALBERCAS;2142.0;1593.0;2360.0;1578.0;2362.0;1630.0;2143.0;1649.0;12;m-1359 f-37742;-7.552.350.041.504.760;3.831.427.028.938.900;75.0;LAS PALMERAS;Sitio;CATALOGO
1062;m-1359 f-37742.jpg;CERRO SANTABARBARA;615.0;1659.0;766.0;1963.0;732.0;1980.0;584.0;1671.0;18;m-1359 f-37742;-7.558.505.561.356.410;38.287.544.651.661.300;6.842.105.263.157.890;;;
1063;m-1359 f-37742.jpg;TO AMOYA;526.0;1730.0;753.0;1960.0;722.0;1990.0;487.0;1765.0;8;m-1359 f-37742;-7.558.864.331.013.770;3.825.879.434.440.870;75.0;TOCAMOTA;Alto;CATALOGO
1064;m-1359 f-37742.jpg;PEDREGAL;2088.0;1819.0;2361.0;1938.0;2341.0;1995.0;2069.0;1865.0;8;m-1359 f-37742;-7.552.567.721.971.030;3.822.275.522.686.670;7.272.727.272.727.270;EL PEDREGAL;Sitio;CATALOGO
1065;m-1359 f-37742.jpg;EL INFIERNO;1803.0;1872.0;1999.0;2093.0;1964.0;2125.0;1770.0;1905.0;11;m-1359 f-37742;-7.553.716.591.098.550;3.820.129.372.990.350;8.461.538.461.538.460;EL INFIERNITO;Sitio;CATALOGO
1066;m-1359 f-37742.jpg;EL CEDRAL;957.0;1998.0;1257.0;1672.0;1300.0;1714.0;1002.0;2038.0;9;m-1359 f-37742;-7.557.126.918.403.390;38.150.272.057.877.800;7.777.777.777.777.770;EL CEJAL;Laguna;CATALOGO
1067;m-1359 f-37742.jpg;EL PARAISO;1988.0;1960.0;2155.0;1955.0;2156.0;2000.0;1988.0;2004.0;10;m-1359 f-37742;-7.552.970.833.945.600;38.165.659.546.266.500;90.0;EL PARAÍSO;Vereda;CATALOGO
1068;m-1359 f-37742.jpg;SYL TIVOS;1030.0;2031.0;1351.0;1744.0;1401.0;1785.0;1074.0;2088.0;9;m-1359 f-37742;-7.556.832.646.661.950;38.136.909.239.013.900;5.555.555.555.555.550;;;
1069;m-1359 f-37742.jpg;BUENA VISTA;1694.0;2003.0;1954.0;2149.0;1931.0;2194.0;1675.0;2038.0;11;m-1359 f-37742;-7.554.155.983.150.830;38.148.247.388.352.900;7.272.727.272.727.270;BELLA VISTA;Sitio;CATALOGO
1070;m-1359 f-37742.jpg;HDA VEGA CHIQUITA;690.0;2092.0;960.0;2068.0;965.0;2117.0;690.0;2135.0;17;m-1359 f-37742;-7.558.203.227.375.480;3.811.220.827.081.100;7.058.823.529.411.760;HACHA CHIQUITA;Quebrada;CATALOGO
1071;m-1359 f-37742.jpg;CHICHATO;2075.0;2058.0;2338.0;2125.0;2328.0;2175.0;2064.0;2110.0;8;m-1359 f-37742;-755.262.012.652.773;38.125.976.023.579.800;75.0;CHICHA;Laguna;CATALOGO
1072;m-1359 f-37742.jpg;VEREDA BUENA VISTA;1525.0;2174.0;1656.0;1762.0;1708.0;1779.0;1578.0;2190.0;18;m-1359 f-37742;-7.554.837.242.387.840;38.079.003.690.603.700;7.222.222.222.222.220;AGRADO BUENAVISTA;Sitio;CATALOGO
1073;m-1359 f-37742.jpg;VEREDALLA CIMARRONA;1154.0;2227.0;1435.0;1791.0;1485.0;1822.0;1199.0;2259.0;19;m-1359 f-37742;-7.556.332.787.813.490;38.057.542.193.640.500;631.578.947.368.421;;;
1074;m-1359 f-37742.jpg;VEGA CHIQUITA;347.0;2331.0;772.0;2332.0;771.0;2381.0;346.0;2379.0;13;m-1359 f-37742;-7.559.585.901.448.250;38.015.429.067.524.100;7.333.333.333.333.330;PUERTA CHIQUITA;Vereda;CATALOGO
1075;m-1359 f-37742.jpg;LA CALERA;1129.0;2333.0;1358.0;2216.0;1378.0;2256.0;1144.0;2376.0;9;m-1359 f-37742;-7.556.433.565.807.130;38.014.619.199.714.100;7.777.777.777.777.770;LA CADENA;Sitio;CATALOGO
1076;m-1359 f-37742.jpg;ALTO EL PIJAO;1363.0;2301.0;1579.0;2285.0;1583.0;2329.0;1365.0;2346.0;13;m-1359 f-37742;-7.555.490.283.786.640;380.275.770.846.731;7.142.857.142.857.140;ALTO EL ESPEJO;Sitio;CATALOGO
1077;c-1857 f-226.jpg;FILDBONITO;1644.0;388.0;1812.0;387.0;1813.0;420.0;1644.0;422.0;10;c-1857 f-226;-7.545.025.392.487.130;3.823.201.729.023.380;8.181.818.181.818.180;FILO BONITO;Cañada;CATALOGO
1078;c-1857 f-226.jpg;LOS ESPEJOS;1419.0;432.0;1617.0;427.0;1618.0;461.0;1419.0;467.0;11;c-1857 f-226;-7.545.613.719.245.280;38.220.460.178.817.000;7.272.727.272.727.270;LOS CONEJOS;Quebrada;CATALOGO
1079;c-1857 f-226.jpg;RATIOBONITO;1988.0;457.0;2161.0;452.0;2163.0;486.0;1988.0;493.0;11;c-1857 f-226;-7.544.125.906.243.560;38.213.893.638.239.300;8.333.333.333.333.330;PATIO BONITO;Vereda;CATALOGO
1080;c-1857 f-226.jpg;ALARMA;2105.0;590.0;2325.0;586.0;2327.0;637.0;2106.0;644.0;6;c-1857 f-226;-7.543.819.976.329.330;38.178.959.642.365.800;8.333.333.333.333.330;LARMA;Sitio;CATALOGO
1081;c-1857 f-226.jpg;LA SOLEDAD;1731.0;699.0;1953.0;685.0;1956.0;720.0;1732.0;736.0;10;c-1857 f-226;-7.544.797.906.140.650;38.150.329.525.447.000;100.0;LA SOLEDAD;Sitio;CATALOGO
1082;c-1857 f-226.jpg;LAS LAGUNAS;2114.0;652.0;2314.0;641.0;2317.0;678.0;2117.0;692.0;11;c-1857 f-226;-7.543.796.443.259.000;38.162.674.621.733.100;7.272.727.272.727.270;LAS DUNAS;Vereda;CATALOGO
1083;c-1857 f-226.jpg;LAUNI LAS DOS AGUE;2081.0;729.0;2458.0;705.0;2461.0;742.0;2083.0;765.0;18;c-1857 f-226;-7.543.882.731.183.530;38.142.449.676.753.700;5.555.555.555.555.550;;;
1084;c-1857 f-226.jpg;LA ALBANIA TRAS;1187.0;810.0;1483.0;801.0;1484.0;843.0;1187.0;853.0;15;c-1857 f-226;-7.546.220.349.502.570;3.812.117.408.528.190;6.666.666.666.666.660;;;
1085;c-1857 f-226.jpg;LAS DELICIAS;1380.0;1303.0;1605.0;1296.0;1607.0;1335.0;1382.0;1345.0;12;c-1857 f-226;-7.545.715.695.883.360;37.991.681.905.089.400;100.0;LAS DELICIAS;Zanja;CATALOGO
1086;c-1857 f-226.jpg;BUENOS AIRES;1044.0;1121.0;1267.0;1130.0;1264.0;1191.0;1042.0;1179.0;12;c-1857 f-226;-7.546.594.263.842.190;38.039.486.320.495.100;100.0;BUENOS AIRES;Vereda;CATALOGO
1087;c-1857 f-226.jpg;QUEBRADA EL CEDRO;396.0;914.0;386.0;561.0;440.0;560.0;447.0;912.0;17;c-1857 f-226;-7.548.288.644.905.660;38.093.857.276.478.600;8.333.333.333.333.330;QUEBRADA DEL MEDIO;Sitio;CATALOGO
1088;c-1857 f-226.jpg;LA SAMARIA;411.0;1005.0;570.0;988.0;576.0;1038.0;413.0;1048.0;10;c-1857 f-226;-7.548.249.423.121.780;38.069.955.068.775.700;7.272.727.272.727.270;LAS AMALIAS;Sitio;CATALOGO
1089;c-1857 f-226.jpg;VEREDA;418.0;1705.0;667.0;1704.0;667.0;1761.0;418.0;1763.0;6;c-1857 f-226;-754.823.111.962.264;37.886.091.932.599.700;7.142.857.142.857.140;VERADAR;Sitio;CATALOGO
1090;c-1857 f-226.jpg;EL DIAMALLA;2115.0;967.0;2324.0;968.0;2324.0;1012.0;2115.0;1011.0;11;c-1857 f-226;-7.543.793.828.473.410;3.807.993.621.045.390;7.272.727.272.727.270;EL DIAMANTE;Sitio;CATALOGO
1091;c-1857 f-226.jpg;LA SIBERIA CALARM OS;547.0;1086.0;1163.0;1103.0;1161.0;1167.0;545.0;1148.0;20;c-1857 f-226;-7.547.893.812.281.300;3.804.867.947.730.390;65.0;;;
1092;c-1857 f-226.jpg;TRAPIEL;1338.0;1123.0;1459.0;1115.0;1460.0;1159.0;1340.0;1165.0;7;c-1857 f-226;-7.545.825.516.878.210;38.038.960.997.248.900;8.571.428.571.428.570;TRUPIEL;Caño;CATALOGO
1093;c-1857 f-226.jpg;LAS BRISAS;1510.0;1106.0;1681.0;1092.0;1683.0;1133.0;1512.0;1149.0;10;c-1857 f-226;-7.545.375.773.756.430;38.043.426.244.841.800;100.0;LAS BRISAS;Sitio;CATALOGO
1094;c-1857 f-226.jpg;LA QUINTA;548.0;1196.0;746.0;1197.0;746.0;1238.0;548.0;1237.0;9;c-1857 f-226;-7.547.891.197.495.710;38.019.786.698.762.000;7.777.777.777.777.770;LA PUNTA;Sitio;CATALOGO
1095;c-1857 f-226.jpg;LA ESMERALD;1919.0;1136.0;2121.0;1132.0;2122.0;1177.0;1920.0;1180.0;11;c-1857 f-226;-7.544.306.326.449.390;38.035.546.396.148.500;9.166.666.666.666.660;LA ESMERALDA;Vereda;CATALOGO
1096;c-1857 f-226.jpg;LEL MANGO;407.0;1286.0;592.0;1282.0;593.0;1327.0;408.0;1333.0;9;c-1857 f-226;-7.548.259.882.264.140;37.996.147.152.682.200;7.777.777.777.777.770;EL SANGO;Sitio;CATALOGO
1097;c-1857 f-226.jpg;CANA PAL;798.0;1254.0;994.0;1339.0;980.0;1379.0;781.0;1310.0;8;c-1857 f-226;-754.723.750.109.777;3.800.455.232.462.170;7.777.777.777.777.770;CASA PALO;Sitio;CATALOGO
1098;c-1857 f-226.jpg;AL AGRADO;1370.0;1225.0;1605.0;1216.0;1607.0;1259.0;1371.0;1269.0;9;c-1857 f-226;-754.574.184.373.928;38.012.169.511.691.800;7.777.777.777.777.770;EL GRADO;Sitio;CATALOGO
1099;c-1857 f-226.jpg;LOS AJOS;1678.0;1229.0;1846.0;1232.0;1845.0;1275.0;1677.0;1271.0;8;c-1857 f-226;-7.544.936.489.777.010;38.011.118.865.199.400;7.777.777.777.777.770;LOS CAÑOS;Vereda;CATALOGO
1100;c-1857 f-226.jpg;BUENAVISTA;1956.0;1205.0;2137.0;1201.0;2138.0;1238.0;1957.0;1243.0;10;c-1857 f-226;-7.544.209.579.382.500;3.801.742.274.415.400;909.090.909.090.909;BUENA VISTA;Sitio;CATALOGO
1101;c-1857 f-226.jpg;MARABELES;1047.0;1291.0;1209.0;1282.0;1210.0;1310.0;1048.0;1317.0;9;c-1857 f-226;-754.658.641.948.542;37.994.833.844.566.700;100.0;MARABELES;Sitio;CATALOGO
1102;c-1857 f-226.jpg;SAMARIA;967.0;1327.0;1075.0;1323.0;1075.0;1343.0;968.0;1347.0;7;c-1857 f-226;-7.546.795.602.332.760;379.853.780.261.348;7.142.857.142.857.140;SAMARÍ;Caserío;CATALOGO
1103;c-1857 f-226.jpg;TRAPICHE;1092.0;1348.0;1210.0;1345.0;1210.0;1365.0;1092.0;1369.0;8;c-1857 f-226;-7.546.468.754.133.790;37.979.862.132.049.500;7.272.727.272.727.270;EL TRAPICHE;Raudal;CATALOGO
1104;c-1857 f-226.jpg;LOS AL GODONES;2010.0;1313.0;2241.0;1304.0;2242.0;1348.0;2011.0;1359.0;14;c-1857 f-226;-7.544.068.380.960.540;3.798.905.528.885.830;7.142.857.142.857.140;LOS ARAGONES;Cerro;CATALOGO
1105;c-1857 f-226.jpg;RASTOS;526.0;1442.0;807.0;1442.0;807.0;1507.0;526.0;1508.0;6;c-1857 f-226;-7.547.948.722.778.720;37.955.171.939.477.300;7.142.857.142.857.140;MASATOS;Vereda;CATALOGO
1106;c-1857 f-226.jpg;SANTA RO;2144.0;1351.0;2266.0;1383.0;2259.0;1430.0;2139.0;1401.0;8;c-1857 f-226;-7.543.717.999.691.250;37.979.074.147.180.100;75.0;SANTA FE;Sitio;CATALOGO
1107;c-1857 f-226.jpg;LINDEROS;1823.0;1429.0;1843.0;1294.0;1868.0;1298.0;1846.0;1433.0;8;c-1857 f-226;-7.544.557.345.866.200;37.958.586.540.577.700;100.0;LINDEROS;Quebrada;CATALOGO
1108;c-1857 f-226.jpg;CA ADA CAMBULA;816.0;1480.0;955.0;1737.0;921.0;1754.0;787.0;1498.0;14;c-1857 f-226;-7.547.190.434.957.110;37.945.190.797.799.100;5.714.285.714.285.710;;;
1109;c-1857 f-226.jpg;EL SINA;921.0;1482.0;1051.0;1475.0;1052.0;1509.0;923.0;1515.0;7;c-1857 f-226;-7.546.915.882.469.980;37.944.665.474.552.900;7.142.857.142.857.140;EL PINO;Sitio;CATALOGO
1110;c-1857 f-226.jpg;LA ESMERALDA;1395.0;1473.0;1630.0;1469.0;1631.0;1509.0;1395.0;1514.0;12;c-1857 f-226;-7.545.676.474.099.480;37.947.029.429.160.900;100.0;LA ESMERALDA;Vereda;CATALOGO
1111;c-1857 f-226.jpg;CANADA LOS;1696.0;1490.0;1839.0;1424.0;1850.0;1445.0;1707.0;1514.0;10;c-1857 f-226;-7.544.889.423.636.360;37.942.564.181.568.000;7.272.727.272.727.270;CANTAGALLOS;Sitio;CATALOGO
1112;c-1857 f-226.jpg;EL CAJON;1030.0;1542.0;1157.0;1535.0;1158.0;1566.0;1030.0;1571.0;8;c-1857 f-226;-754.663.087.084.048;37.928.905.777.166.400;75.0;EL AJO;Quebrada;CATALOGO
1113;c-1857 f-226.jpg;LA SIBERIA;913.0;1791.0;1305.0;1779.0;1307.0;1842.0;914.0;1849.0;10;c-1857 f-226;-7.546.936.800.754.710;37.863.503.033.012.300;7.272.727.272.727.270;LA LIBERTAD;Chorro;CATALOGO
1114;c-1857 f-226.jpg;BRAZUELOS CALARMA;1632.0;1574.0;2274.0;1545.0;2277.0;1598.0;1635.0;1637.0;17;c-1857 f-226;-7.545.056.769.914.230;37.920.500.605.226.900;100.0;BRAZUELOS CALARMA;Vereda;CATALOGO
1115;c-1857 f-226.jpg;EL CALABOZO;901.0;1778.0;1026.0;2022.0;983.0;2043.0;859.0;1803.0;11;c-1857 f-226;-754.696.817.818.182;37.866.917.634.112.700;7.272.727.272.727.270;EL CALAPO;Quebrada;CATALOGO
1116;c-1857 f-226.jpg;VOLCANES;1797.0;1731.0;1956.0;1725.0;1958.0;1772.0;1798.0;1777.0;8;c-1857 f-226;-7.544.625.330.291.590;378.792.627.303.989;7.777.777.777.777.770;VOLCANERA;Sitio;CATALOGO
1117;c-1857 f-226.jpg;LARGARITA;2139.0;1711.0;2298.0;1698.0;2302.0;1741.0;2143.0;1755.0;9;c-1857 f-226;-7.543.731.073.619.200;37.884.515.962.861.000;80.0;MARGARITAS;Quebrada;CATALOGO
1118;c-1857 f-226.jpg;AGUADVA EL SILENCIO;766.0;1989.0;1082.0;2099.0;1063.0;2141.0;752.0;2067.0;19;c-1857 f-226;-7.547.321.174.236.700;37.811.496.031.636.800;6.842.105.263.157.890;;;
1119;c-1857 f-226.jpg;ORREDONDO;2039.0;1992.0;2185.0;1978.0;2189.0;2014.0;2042.0;2032.0;9;c-1857 f-226;-7.543.992.552.178.380;3.781.070.804.676.750;7.777.777.777.777.770;REDONDO;Alto;CATALOGO
1120;c-1857 f-226.jpg;CORRAL;1208.0;2181.0;1314.0;2178.0;1315.0;2208.0;1209.0;2210.0;6;c-1857 f-226;-7.546.165.439.005.140;37.761.065;8.333.333.333.333.330;CORNAL;Quebrada;CATALOGO
1121;c-1857 f-226.jpg;LA ESPERANZA;819.0;2201.0;1093.0;2198.0;1094.0;2240.0;820.0;2245.0;12;c-1857 f-226;-7.547.182.590.600.340;3.775.581.176.753.780;75.0;LA ESMERALDA;Vereda;CATALOGO
1122;c-1857 f-226.jpg;CORRAL;1047.0;2188.0;1188.0;2181.0;1189.0;2214.0;1047.0;2222.0;6;c-1857 f-226;-754.658.641.948.542;37.759.226.368.638.200;8.333.333.333.333.330;CORNAL;Quebrada;CATALOGO
1123;c-1857 f-226.jpg;LA ESMERMOA;1203.0;2160.0;1383.0;2147.0;1385.0;2179.0;1203.0;2191.0;11;c-1857 f-226;-7.546.178.512.933.100;37.766.580.894.085.200;75.0;LA ESMERALDA;Vereda;CATALOGO
1124;c-1857 f-226.jpg;SAN FRANCISCO;624.0;2223.0;865.0;2215.0;866.0;2256.0;626.0;2264.0;13;c-1857 f-226;-7.547.692.473.790.730;37.750.033.211.829.400;100.0;SAN FRANCISCO;Vereda;CATALOGO
1125;c-1857 f-226.jpg;LOMA DE;1935.0;2130.0;2082.0;2101.0;2088.0;2133.0;1938.0;2162.0;7;c-1857 f-226;-7.544.264.489.879.930;37.774.460.742.778.500;7.777.777.777.777.770;LOMA DIEZ;Sitio;CATALOGO
1126;c-1857 f-226.jpg;ALTORREDONDO;1924.0;2165.0;2148.0;2123.0;2155.0;2159.0;1929.0;2202.0;12;c-1857 f-226;-754.429.325.252.144;37.765.267.585.969.700;75.0;LAGO REDONDO;Sitio;CATALOGO
1127;c-1857 f-226.jpg;LAS GARZAS;1455.0;2227.0;1638.0;2218.0;1641.0;2251.0;1455.0;2262.0;10;c-1857 f-226;-754.551.958.696.398;37.748.982.565.337.000;80.0;LAS VARAS;Quebrada;CATALOGO
1128;c-1857 f-226.jpg;EL CARMEN;1163.0;2293.0;1323.0;2289.0;1324.0;2317.0;1164.0;2321.0;9;c-1857 f-226;-7.546.283.104.356.770;37.731.646.898.211.800;100.0;EL CARMEN;Sitio;CATALOGO
1129;c-1857 f-226.jpg;DALMAS;1872.0;2269.0;1976.0;2269.0;1975.0;2311.0;1871.0;2311.0;6;c-1857 f-226;-7.544.429.221.372.210;3.773.795.077.716.640;8.333.333.333.333.330;PALMAS;Quebrada;CATALOGO
1130;c-1857 f-226.jpg;LENAIM;2068.0;2272.0;2205.0;2268.0;2207.0;2314.0;2069.0;2321.0;6;c-1857 f-226;-7.543.916.723.396.220;3.773.716.279.229.710;6.666.666.666.666.660;;;
1131;c-1857 f-226.jpg;EL PARAISO;1346.0;2433.0;1511.0;2422.0;1514.0;2454.0;1350.0;2472.0;10;c-1857 f-226;-7.545.804.598.593.480;37.694.874.270.976.600;90.0;EL PARAÍSO;Vereda;CATALOGO
1132;c-1857 f-226.jpg;CA ADA VALDES;1210.0;2489.0;1366.0;2336.0;1390.0;2359.0;1235.0;2513.0;13;c-1857 f-226;-7.546.160.209.433.960;3.768.016.522.008.250;6.153.846.153.846.150;;;
1133;c-1857 f-230.jpg;EL ESPEJO;1208.0;349.0;1368.0;354.0;1367.0;388.0;1207.0;383.0;9;c-1857 f-230;-7.546.173.210.417.400;3.764.802.906.724.510;7.777.777.777.777.770;EL ESPINO;Caño;CATALOGO
1134;c-1857 f-230.jpg;ODAK SAFETY FILM;2713.0;456.0;2709.0;300.0;2737.0;299.0;2741.0;456.0;16;c-1857 f-230;-7.542.204.907.170.880;37.619.684.511.930.500;43.75;;;
1135;c-1857 f-230.jpg;ZEL PULPITO;1676.0;485.0;1871.0;485.0;1871.0;539.0;1676.0;537.0;11;c-1857 f-230;-7.544.939.213.128.790;37.612.002.342.733.100;909.090.909.090.909;EL PULPITO;Cerro;CATALOGO
1136;c-1857 f-230.jpg;LOMA DEL PULPITO;1579.0;555.0;1988.0;492.0;1998.0;571.0;1587.0;619.0;16;c-1857 f-230;-7.545.194.977.524.070;37.593.459.175.704.900;75.0;LOMA DEL PUENTE;Sitio;CATALOGO
1137;c-1857 f-230.jpg;BRAZUELOS TETU;1567.0;650.0;2133.0;655.0;2132.0;727.0;1567.0;714.0;14;c-1857 f-230;-75.452.266.184.802;3.756.829.344.902.380;62.5;;;
1138;c-1857 f-230.jpg;LA GAVIOTA;1020.0;732.0;1207.0;739.0;1205.0;783.0;1018.0;778.0;10;c-1857 f-230;-7.546.668.918.729.930;37.546.571.453.362.200;100.0;LA GAVIOTA;Sitio;CATALOGO
1139;c-1857 f-230.jpg;HACIENDA;1510.0;1564.0;1640.0;1561.0;1641.0;1592.0;1511.0;1596.0;8;c-1857 f-230;-7.545.376.913.021.760;37.326.172.668.112.700;100.0;HACIENDA;Vereda;CATALOGO
1140;c-1857 f-230.jpg;LA POLONIA;1731.0;740.0;1917.0;744.0;1917.0;779.0;1730.0;776.0;10;c-1857 f-230;-7.544.794.192.079.910;37.544.452.234.273.300;90.0;LA COLONIA;Quebrada;CATALOGO
1141;c-1857 f-230.jpg;QUEBRAD;1167.0;853.0;1396.0;766.0;1419.0;830.0;1186.0;913.0;7;c-1857 f-230;-7.546.281.317.017.480;37.514.518.264.642.000;7.777.777.777.777.770;QUEBRADAS;Vereda;CATALOGO
1142;c-1857 f-230.jpg;NO LA TIGRERA;821.0;1060.0;1066.0;1007.0;1076.0;1052.0;833.0;1106.0;13;c-1857 f-230;-754.719.363.125.223;3.745.968.347.071.580;7.692.307.692.307.690;LA TIGRERA;Sitio;CATALOGO
1143;c-1857 f-230.jpg;PEDRES;1511.0;1128.0;1618.0;1004.0;1647.0;1031.0;1544.0;1158.0;6;c-1857 f-230;-7.545.374.276.275.410;3.744.167.010.845.980;7.142.857.142.857.140;PIEDRAS;Laguna;CATALOGO
1144;c-1857 f-230.jpg;VEREDA;1072.0;1292.0;1346.0;1283.0;1349.0;1350.0;1074.0;1358.0;6;c-1857 f-230;-7.546.531.807.920.080;37.398.226.117.136.600;7.142.857.142.857.140;VERADAR;Sitio;CATALOGO
1145;c-1857 f-230.jpg;QUEBRAR;1385.0;1366.0;1498.0;1146.0;1545.0;1171.0;1429.0;1390.0;7;c-1857 f-230;-7.545.706.506.314.660;37.378.623.340.563.900;7.142.857.142.857.140;QUERARI;Isla;CATALOGO
1146;c-1857 f-230.jpg;MARACAIBO;1947.0;1344.0;2088.0;1338.0;2090.0;1370.0;1948.0;1380.0;9;c-1857 f-230;-7.544.224.654.869.780;37.384.451.193.058.500;7.777.777.777.777.770;MANACABO;Caño;CATALOGO
1147;c-1857 f-230.jpg;SAN CAVE;1696.0;1457.0;1854.0;1460.0;1853.0;1498.0;1695.0;1495.0;8;c-1857 f-230;-7.544.886.478.201.920;3.735.451.722.342.730;75.0;SAN REVE;Quebrada;CATALOGO
1148;c-1857 f-230.jpg;EL REFUGL;1507.0;1588.0;1637.0;1583.0;1639.0;1614.0;1509.0;1620.0;9;c-1857 f-230;-7.545.384.823.260.790;37.319.815.010.846;80.0;EL REFUGIO;Sitio;CATALOGO
1149;c-1857 f-230.jpg;CHIGURU;1094.0;1642.0;1220.0;1642.0;1220.0;1674.0;1094.0;1674.0;7;c-1857 f-230;-7.546.473.799.500.530;37.305.510.281.995.600;75.0;CHIGUARA;Quebrada;CATALOGO
1150;c-1857 f-230.jpg;LA MARIA;1441.0;1703.0;1586.0;1691.0;1589.0;1731.0;1442.0;1739.0;8;c-1857 f-230;-7.545.558.848.519.440;37.289.351.236.442.500;87.5;LA MARÍA;Sitio;CATALOGO
1151;c-1857 f-230.jpg;ON UMA;983.0;1753.0;1130.0;1753.0;1130.0;1787.0;983.0;1786.0;6;c-1857 f-230;-7.546.766.478.344.630;3.727.610.611.713.660;6.666.666.666.666.660;;;
1152;c-1857 f-230.jpg;LA BALASTERA;1264.0;1740.0;1468.0;1738.0;1468.0;1768.0;1264.0;1772.0;12;c-1857 f-230;-754.602.555.262.219;37.279.549.848.156.100;8.333.333.333.333.330;LA BALANERA;Quebrada;CATALOGO
1153;c-1857 f-230.jpg;TORRE DE CONTROL;1074.0;1895.0;1293.0;1886.0;1296.0;1918.0;1076.0;1931.0;16;c-1857 f-230;-7.546.526.534.427.390;3.723.848.997.830.800;6.470.588.235.294.110;;;
1154;c-1857 f-230.jpg;MONTE GRANDE;1527.0;1888.0;1806.0;1889.0;1806.0;1931.0;1527.0;1928.0;12;c-1857 f-230;-7.545.332.088.333.920;37.240.344.295.010.800;75.0;HONDA GRANDE;Quebrada;CATALOGO
1155;c-1857 f-230.jpg;CORRAL;1846.0;1848.0;1987.0;1842.0;1989.0;1879.0;1847.0;1886.0;6;c-1857 f-230;-7.544.490.966.250.440;37.250.940.390.455.500;8.333.333.333.333.330;CORNAL;Quebrada;CATALOGO
1156;c-1857 f-230.jpg;SALATEROS;1428.0;1937.0;1624.0;1928.0;1626.0;1968.0;1430.0;1978.0;9;c-1857 f-230;-7.545.593.126.221.900;37.227.364.078.091.100;7.777.777.777.777.770;SALADERO;Quebrada;CATALOGO
1157;c-1857 f-230.jpg;ENLA PALMITO;1732.0;1899.0;2061.0;1892.0;2062.0;1934.0;1734.0;1943.0;12;c-1857 f-230;-754.479.155.533.357;37.237.430.368.763.500;75.0;LA PALMITA;Sitio;CATALOGO
1158;c-1857 f-230.jpg;AHQUEBRADA;1438.0;1966.0;1818.0;1924.0;1823.0;1961.0;1442.0;2003.0;10;c-1857 f-230;-7.545.566.758.758.470;3.721.968.190.889.370;8.181.818.181.818.180;LA QUEBRADA;Sitio;CATALOGO
1159;c-1857 f-230.jpg;AEROPUERTO;914.0;2019.0;1151.0;2003.0;1154.0;2040.0;914.0;2058.0;10;c-1857 f-230;-7.546.948.413.842.310;37.205.642.082.429.500;100.0;AEROPUERTO;Caserío;CATALOGO
1160;c-1857 f-230.jpg;NAVAS PARDO;919.0;2060.0;1162.0;2048.0;1164.0;2083.0;920.0;2096.0;11;c-1857 f-230;-7.546.935.230.110.590;37.194.781.084.598.600;100.0;NAVAS PARDO;Aeropuerto;CATALOGO
1161;c-1857 f-230.jpg;CANADA;1348.0;2073.0;1638.0;2087.0;1633.0;2152.0;1345.0;2124.0;6;c-1857 f-230;-7.545.804.065.929.360;37.191.337.353.579.100;7.142.857.142.857.140;PLANADA;Sitio;CATALOGO
1162;c-1857 f-230.jpg;QUEBRADA LAG;1367.0;2178.0;1715.0;2245.0;1704.0;2302.0;1357.0;2219.0;12;c-1857 f-230;-754.575.396.774.884;3.716.352.260.303.680;7.142.857.142.857.140;QUEBRADA NEGRA;Sitio;CATALOGO
1163;c-1857 f-230.jpg;MADRO AL;1651.0;2133.0;1908.0;2135.0;1908.0;2198.0;1651.0;2195.0;8;c-1857 f-230;-754.500.513.178.737;3.717.544.321.041.210;87.5;MADRONAL;Quebrada;CATALOGO
1164;c-1857 f-230.jpg;KODAK SAFETY SILLA;2744.0;2204.0;2744.0;2022.0;2773.0;2022.0;2772.0;2204.0;18;c-1857 f-230;-7.542.123.168.034.240;37.156.635.140.997.800;50.0;;;
1165;c-1891 f-074.jpg;KRELITHE;237.0;633.0;475.0;679.0;463.0;740.0;227.0;693.0;8;c-1891 f-074;-7.556.580.835.895.690;37.444.829.025.623.700;50.0;;;
1166;c-1891 f-074.jpg;HDALAS SALINAS;605.0;662.0;873.0;636.0;877.0;668.0;606.0;695.0;14;c-1891 f-074;-755.561.042.749.746;37.437.146.958.867.100;7.857.142.857.142.850;LAS SALINAS;Sitio;CATALOGO
1167;c-1891 f-074.jpg;ALBELIA;1856.0;551.0;1972.0;539.0;1976.0;570.0;1858.0;581.0;7;c-1891 f-074;-7.552.311.566.339.310;37.466.550.731.625.000;7.142.857.142.857.140;ARGELIA;Isla;CATALOGO
1168;c-1891 f-074.jpg;PUENTE VERDE;390.0;746.0;875.0;712.0;880.0;774.0;394.0;805.0;12;c-1891 f-074;-7.556.177.378.056.210;37.414.895.455.158.400;8.333.333.333.333.330;PUERTA VERDE;Cañada;CATALOGO
1169;c-1891 f-074.jpg;ELRECUERDO;325.0;902.0;476.0;894.0;479.0;927.0;326.0;937.0;10;c-1891 f-074;-7.556.348.781.713.510;37.373.571.233.985.100;909.090.909.090.909;EL RECUERDO;Sitio;CATALOGO
