;imagen;toponimo;0;1;2;3;4;5;6;7;num_caract;image;lon_text;lat_text;PERCENTAGE;COINCIDENCE;category;type_cat
366;C-2071_F-010.jpg;SANTA ROSA;311.0;1761.0;396.0;1669.0;411.0;1681.0;323.0;1775.0;10;C-2071_F-010;-7.567.343.367.844.130;38.322.042.610.456.500;80.0;SANTA RITA;Isla;CATALOGO
367;C-2071_F-010.jpg;TRES AMERICAS;541.0;1759.0;719.0;1758.0;719.0;1782.0;541.0;1783.0;13;C-2071_F-010;-7.566.465.942.134.010;3.832.280.902.430.040;923.076.923.076.923;TRES AMÉRICAS;Laguna;CATALOGO
368;C-2071_F-010.jpg;LAS DELICIAS;1108.0;1731.0;1273.0;1717.0;1276.0;1749.0;1112.0;1768.0;12;C-2071_F-010;-7.564.302.897.013.830;3.833.353.881.811.480;100.0;LAS DELICIAS;Zanja;CATALOGO
369;C-2071_F-010.jpg;ADVENTISTA;1309.0;1737.0;1472.0;1732.0;1472.0;1754.0;1309.0;1759.0;10;C-2071_F-010;-7.563.536.103.241.070;3.833.123.957.658.320;100.0;ADVENTISTA;Sitio;CATALOGO
370;C-2071_F-010.jpg;HOLANDA;1679.0;1712.0;1824.0;1704.0;1826.0;1738.0;1679.0;1745.0;7;C-2071_F-010;-7.562.124.592.316.090;3.834.081.974.963.180;7.142.857.142.857.140;HONDA;Cañada;CATALOGO
371;C-2071_F-010.jpg;EVANGELICA;1997.0;1709.0;2179.0;1694.0;2181.0;1725.0;2000.0;1738.0;10;C-2071_F-010;-756.091.145.589.949;38.341.969.370.397.600;80.0;EVANGELIO;Sitio;CATALOGO
372;C-2071_F-010.jpg;DE BUFALO;322.0;1775.0;417.0;1673.0;431.0;1686.0;335.0;1788.0;9;C-2071_F-010;-7.567.301.404.005.820;38.316.677.713.549.300;6.666.666.666.666.660;;;
373;C-2071_F-010.jpg;SAN IGNACIO;348.0;1784.0;494.0;1618.0;511.0;1638.0;367.0;1802.0;11;C-2071_F-010;-7.567.202.216.751.630;38.313.228.851.251.800;100.0;SAN IGNACIO;Sitio;CATALOGO
374;C-2071_F-010.jpg;SN PABLO;1288.0;1759.0;1427.0;1757.0;1427.0;1779.0;1289.0;1781.0;8;C-2071_F-010;-7.563.616.216.023.300;3.832.280.902.430.040;8.888.888.888.888.880;SAN PABLO;Sitio;CATALOGO
375;C-2071_F-010.jpg;FLORIDAY;1288.0;1791.0;1416.0;1785.0;1417.0;1810.0;1288.0;1815.0;8;C-2071_F-010;-7.563.616.216.023.300;38.310.546.402.798.200;75.0;FLORITAL;Quebrada;CATALOGO
376;C-2071_F-010.jpg;PLAYARRICA;816.0;1804.0;821.0;1984.0;773.0;1986.0;766.0;1805.0;10;C-2071_F-010;-7.565.416.846.176.250;38.305.564.712.812.900;90.0;PLAYA RICA;Quebrada;CATALOGO
377;C-2071_F-010.jpg;LAS BRISAS;1219.0;2222.0;1394.0;2229.0;1393.0;2269.0;1217.0;2260.0;10;C-2071_F-010;-7.563.879.443.736.340;3.814.538.421.944.030;100.0;LAS BRISAS;Sitio;CATALOGO
378;C-2071_F-010.jpg;LA CORALIA;1645.0;1812.0;1819.0;1810.0;1820.0;1847.0;1645.0;1849.0;10;C-2071_F-010;-7.562.254.298.725.410;38.302.499.057.437.400;7.272.727.272.727.270;LA CORINTIA;Sitio;CATALOGO
379;C-2071_F-010.jpg;TEL RECUERDO;2322.0;1765.0;2494.0;1754.0;2496.0;1790.0;2322.0;1800.0;12;C-2071_F-010;-755.967.161.522.214;3.832.050.978.276.870;9.166.666.666.666.660;EL RECUERDO;Sitio;CATALOGO
380;C-2071_F-010.jpg;VERES AP;1423.0;1853.0;1539.0;1839.0;1542.0;1869.0;1425.0;1884.0;8;C-2071_F-010;-7.563.101.205.280.400;38.286.787.573.637.600;62.5;;;
381;C-2071_F-010.jpg;LA MAQUINA;535.0;1888.0;469.0;1692.0;489.0;1690.0;560.0;1882.0;10;C-2071_F-010;-7.566.488.831.500.360;3.827.337.533.136.960;7.272.727.272.727.270;LA MANGUITA;Sitio;CATALOGO
382;C-2071_F-010.jpg;BARCELONA;591.0;1914.0;752.0;1913.0;753.0;1945.0;591.0;1948.0;9;C-2071_F-010;-756.627.519.741.442;38.263.411.951.399.100;7.777.777.777.777.770;MARCELINA;Sitio;CATALOGO
383;C-2071_F-010.jpg;CIRCASIA;2050.0;1876.0;2182.0;1871.0;2183.0;1894.0;2051.0;1899.0;8;C-2071_F-010;-7.560.709.266.496.720;3.827.797.381.443.290;87.5;CIRCACIA;Cerro;CATALOGO
384;C-2071_F-010.jpg;LA ARGELIA;2250.0;1851.0;2406.0;1839.0;2407.0;1865.0;2251.0;1877.0;10;C-2071_F-010;-7.559.946.287.618.350;38.287.553.987.481.500;100.0;LA ARGELIA;Sitio;CATALOGO
385;C-2071_F-010.jpg;EL PLUMERO;2423.0;1853.0;2576.0;1851.0;2576.0;1874.0;2423.0;1877.0;10;C-2071_F-010;-7.559.286.310.888.560;38.286.787.573.637.600;80.0;EL PALMERO;Río;CATALOGO
386;C-2071_F-010.jpg;PORVENIR;1387.0;1927.0;1522.0;1918.0;1525.0;1946.0;1390.0;1959.0;8;C-2071_F-010;-7.563.238.541.478.510;3.825.843.026.141.380;7.272.727.272.727.270;PORVENIR II;Sitio;CATALOGO
387;C-2071_F-010.jpg;TRES AMERICAS;439.0;1972.0;446.0;1714.0;471.0;1714.0;463.0;1972.0;13;C-2071_F-010;-7.566.855.061.361.980;38.241.185.949.926.300;923.076.923.076.923;TRES AMÉRICAS;Laguna;CATALOGO
388;C-2071_F-010.jpg;LIMARA;2276.0;1950.0;2368.0;1939.0;2371.0;1971.0;2277.0;1981.0;6;C-2071_F-010;-7.559.847.100.364.160;3.824.961.650.220.910;8.333.333.333.333.330;LIMAGA;Sitio;CATALOGO
389;C-2071_F-010.jpg;LA GALLIN;2217.0;1974.0;2218.0;2121.0;2188.0;2121.0;2188.0;1974.0;9;C-2071_F-010;-7.560.072.179.133.280;3.824.041.953.608.240;7.777.777.777.777.770;LA GALVIS;Quebrada;CATALOGO
390;C-2071_F-010.jpg;LA ESPERANZA;803.0;2028.0;1012.0;2019.0;1014.0;2052.0;805.0;2059.0;12;C-2071_F-010;-756.546.643.980.335;382.197.263.622.975;75.0;LA ESMERALDA;Vereda;CATALOGO
391;C-2071_F-010.jpg;BOLIVAR;1260.0;2023.0;1392.0;2013.0;1397.0;2043.0;1263.0;2059.0;7;C-2071_F-010;-7.563.723.033.066.270;3.822.164.239.690.720;8.571.428.571.428.570;BOLíVAR;Vereda;CATALOGO
392;C-2071_F-010.jpg;ZARZALES;1427.0;2036.0;1583.0;2034.0;1583.0;2070.0;1428.0;2072.0;8;C-2071_F-010;-7.563.085.945.702.840;38.216.660.706.921.900;75.0;ZARZAL;Quebrada;CATALOGO
393;C-2071_F-010.jpg;RADA SAN FRANCIS;1138.0;2084.0;1416.0;1787.0;1455.0;1806.0;1165.0;2119.0;16;C-2071_F-010;-7.564.188.450.182.080;38.198.266.774.668.600;7.222.222.222.222.220;BAJO SAN FRANCISCO;Vereda;CATALOGO
394;C-2071_F-010.jpg;PSAUCES;1996.0;2042.0;2095.0;2036.0;2096.0;2058.0;1996.0;2063.0;7;C-2071_F-010;-7.560.915.270.793.880;38.214.361.465.390.200;7.142.857.142.857.140;SAUCE;Sitio;CATALOGO
395;C-2071_F-010.jpg;EL BRILLANTE;904.0;2109.0;1109.0;2110.0;1109.0;2148.0;904.0;2147.0;12;C-2071_F-010;-7.565.081.135.469.770;3.818.868.660.162.000;100.0;EL BRILLANTE;Sitio;CATALOGO
396;C-2071_F-010.jpg;FLORENC;2494.0;2038.0;2629.0;2031.0;2631.0;2060.0;2496.0;2068.0;7;C-2071_F-010;-7.559.015.453.386.740;38.215.894.293.078.000;7.142.857.142.857.140;LORENA;Sitio;CATALOGO
397;C-2071_F-010.jpg;LA ESMERALDA;1222.0;2128.0;1422.0;2122.0;1423.0;2157.0;1222.0;2161.0;12;C-2071_F-010;-7.563.867.999.053.160;38.181.405.670.103.000;100.0;LA ESMERALDA;Vereda;CATALOGO
398;C-2071_F-010.jpg;LAALBANIA;1715.0;2112.0;1881.0;2102.0;1883.0;2135.0;1715.0;2145.0;9;C-2071_F-010;-756.198.725.611.799;381.875.369.808.542;90.0;LA ALBANIA;Sitio;CATALOGO
399;C-2071_F-010.jpg;LAS PALNITAS;2000.0;2103.0;2221.0;2096.0;2222.0;2121.0;2000.0;2127.0;12;C-2071_F-010;-7.560.900.011.216.310;38.190.985.843.151.600;75.0;LAS PALMERAS;Sitio;CATALOGO
400;C-2071_F-010.jpg;LOS GUACHIRACOS;2262.0;2164.0;2513.0;2156.0;2514.0;2181.0;2263.0;2189.0;15;C-2071_F-010;-7.559.900.508.885.650;3.816.761.022.091.310;7.333.333.333.333.330;LOS GUARRUCOS;Sitio;CATALOGO
401;C-2071_F-010.jpg;QUE SE;1134.0;2214.0;1159.0;2082.0;1201.0;2091.0;1171.0;2224.0;6;C-2071_F-010;-756.420.370.975.965;3.814.844.987.481.590;6.666.666.666.666.660;;;
402;C-2071_F-010.jpg;VEGACHIQUITA;2296.0;2223.0;2493.0;2224.0;2492.0;2262.0;2296.0;2260.0;12;C-2071_F-010;-7.559.770.802.476.320;38.145.001.012.518.400;7.142.857.142.857.140;CEIBA CHIQUITA;Vereda;CATALOGO
403;C-2071_F-010.jpg;MANIZALES;1224.0;2452.0;1416.0;2438.0;1419.0;2472.0;1224.0;2490.0;9;C-2071_F-010;-7.563.860.369.264.380;38.057.246.627.393.200;100.0;MANIZALES;Sitio;CATALOGO
404;C-2071_F-010.jpg;SAN ISIDRO;1765.0;2416.0;1955.0;2409.0;1957.0;2444.0;1767.0;2452.0;10;C-2071_F-010;-7.561.796.511.398.390;38.071.042.076.583.200;8.333.333.333.333.330;SAN ISIDRO I;Vereda;CATALOGO
405;C-2071_F-010.jpg;LA FLORIDA;2075.0;2451.0;2215.0;2431.0;2220.0;2467.0;2075.0;2483.0;10;C-2071_F-010;-7.560.613.894.136.920;38.057.629.834.315.100;100.0;LA FLORIDA;Vereda;CATALOGO
406;M-1379_F-39722.jpg;CALLE LARGA;871.0;499.0;1105.0;504.0;1104.0;546.0;869.0;539.0;11;M-1379_F-39722;-7.572.918.380.374.160;384.662.499.334.638;7.272.727.272.727.270;CALLE ALTA;Sitio;CATALOGO
407;M-1379_F-39722.jpg;CAD YARUM;1397.0;678.0;1549.0;653.0;1556.0;692.0;1404.0;719.0;9;M-1379_F-39722;-757.064.811.387.222;383.885.947.592.955;6.666.666.666.666.660;;;
408;M-1379_F-39722.jpg;JANEIRO;2515.0;640.0;2629.0;639.0;2629.0;660.0;2515.0;661.0;7;M-1379_F-39722;-7.565.822.718.531.590;3.840.508.021.526.410;100.0;JANEIRO;Quebrada;CATALOGO
409;M-1379_F-39722.jpg;MONSERRATE;2471.0;655.0;2597.0;768.0;2581.0;787.0;2455.0;674.0;10;M-1379_F-39722;-756.601.262.675.609;3.839.857.279.843.440;100.0;MONSERRATE;Vereda;CATALOGO
410;M-1379_F-39722.jpg;RIO DAVIS;702.0;770.0;1086.0;523.0;1112.0;587.0;743.0;822.0;9;M-1379_F-39722;-757.364.780.060.007;38.348.682.602.739.700;6.666.666.666.666.660;;;
411;M-1379_F-39722.jpg;ISTA DE ATERRIZAJE;1197.0;729.0;1407.0;729.0;1407.0;760.0;1197.0;758.0;18;M-1379_F-39722;-757.151.133.307.448;38.366.469.542.074.300;61.111.111.111.111.100;;;
412;M-1379_F-39722.jpg;QLAS VEGAS;1656.0;711.0;1972.0;684.0;1976.0;733.0;1656.0;755.0;10;M-1379_F-39722;-7.569.530.245.005.290;38.374.278.442.270.000;80.0;LAS VIGAS;Quebrada;CATALOGO
413;M-1379_F-39722.jpg;CRISTALES;2007.0;737.0;2132.0;726.0;2136.0;762.0;2011.0;773.0;9;M-1379_F-39722;-7.568.015.295.305.330;3.836.299.891.976.510;7.777.777.777.777.770;CRISTAL;Caño;CATALOGO
414;M-1379_F-39722.jpg;ARAMAE;2476.0;729.0;2562.0;818.0;2547.0;833.0;2462.0;743.0;6;M-1379_F-39722;-7.565.991.046.276.030;38.366.469.542.074.300;7.142.857.142.857.140;PARAMEA;Quebrada;CATALOGO
415;M-1379_F-39722.jpg;EL BRILLANTE;539.0;887.0;678.0;874.0;681.0;907.0;539.0;919.0;12;M-1379_F-39722;-7.574.351.324.249.910;382.979.247.514.677;100.0;EL BRILLANTE;Sitio;CATALOGO
416;M-1379_F-39722.jpg;BARCELONA;2365.0;826.0;2482.0;826.0;2482.0;851.0;2365.0;850.0;9;M-1379_F-39722;-7.566.470.132.933.280;38.324.388.246.575.300;7.777.777.777.777.770;MARCELINA;Sitio;CATALOGO
417;M-1379_F-39722.jpg;SANIGNACIO;2294.0;867.0;2425.0;1086.0;2388.0;1104.0;2259.0;885.0;10;M-1379_F-39722;-7.566.776.575.750.080;383.066.013.072.407;909.090.909.090.909;SAN IGNACIO;Sitio;CATALOGO
418;M-1379_F-39722.jpg;FILO BONITO;2345.0;874.0;2516.0;874.0;2516.0;902.0;2345.0;902.0;11;M-1379_F-39722;-7.566.556.454.853.510;38.303.564.512.720.100;7.272.727.272.727.270;ALTO BONITO;Sitio;CATALOGO
419;M-1379_F-39722.jpg;LA ALDEA;1307.0;1002.0;1489.0;901.0;1509.0;934.0;1326.0;1038.0;8;M-1379_F-39722;-7.571.036.562.513.230;3.824.803.455.577.290;75.0;LA FALDA;Sitio;CATALOGO
420;M-1379_F-39722.jpg;CLARAS;1855.0;977.0;1985.0;811.0;2017.0;835.0;1887.0;1003.0;6;M-1379_F-39722;-756.867.134.189.905;38.258.880.250.489.200;7.142.857.142.857.140;CHARRAS;Sitio;CATALOGO
421;M-1379_F-39722.jpg;BRILLANTE;523.0;1089.0;745.0;889.0;776.0;920.0;551.0;1123.0;9;M-1379_F-39722;-7.574.420.381.786.090;3.821.029.153.816.040;75.0;EL BRILLANTE;Sitio;CATALOGO
422;M-1379_F-39722.jpg;VENECIA;1529.0;1045.0;1663.0;1045.0;1663.0;1075.0;1529.0;1075.0;7;M-1379_F-39722;-757.007.838.919.873;38.229.379.960.861.000;100.0;VENECIA;Sitio;CATALOGO
423;M-1379_F-39722.jpg;EL ROBLAR;964.0;1104.0;1218.0;895.0;1242.0;924.0;982.0;1132.0;9;M-1379_F-39722;-7.572.516.983.445.110;3.820.378.412.133.070;7.777.777.777.777.770;EL ROBLE;Caño;CATALOGO
424;M-1379_F-39722.jpg;ZANJJA HONDA;1124.0;1137.0;1313.0;934.0;1343.0;960.0;1152.0;1167.0;12;M-1379_F-39722;-7.571.826.408.083.300;38.189.467.804.305.200;9.166.666.666.666.660;ZANJA HONDA;Quebrada;CATALOGO
425;M-1379_F-39722.jpg;LAS JUNTAS;2555.0;1568.0;2581.0;1831.0;2539.0;1833.0;2513.0;1568.0;10;M-1379_F-39722;-756.565.007.469.114;3.800.248.802.739.720;80.0;LAS DUNAS;Vereda;CATALOGO
426;M-1379_F-39722.jpg;LA PALMA;1728.0;1926.0;1894.0;1987.0;1882.0;2025.0;1716.0;1960.0;8;M-1379_F-39722;-7.569.219.486.092.480;37.847.177.679.060.600;80.0;LAS PALMAS;Vereda;CATALOGO
427;M-1379_F-39722.jpg;EL SA LADO;1242.0;2028.0;1431.0;2125.0;1419.0;2158.0;1231.0;2061.0;10;M-1379_F-39722;-7.571.317.108.753.970;37.802.927.244.618.300;80.0;EL VALLADO;Quebrada;CATALOGO
428;C-1256_F-360.jpg;ALA CABA;1559.0;415.0;1710.0;414.0;1710.0;446.0;1559.0;448.0;8;C-1256_F-360;-7.563.506.907.120.080;3.780.683.875;75.0;LA CAJA;Quebrada;CATALOGO
429;C-1256_F-360.jpg;GRERAY;1515.0;568.0;1766.0;569.0;1766.0;636.0;1515.0;635.0;6;C-1256_F-360;-7.563.648.212.114.770;37.757.461.686.746.900;6.666.666.666.666.660;;;
430;C-1256_F-360.jpg;VILLAMARIA;2430.0;636.0;2618.0;633.0;2618.0;658.0;2430.0;661.0;10;C-1256_F-360;-7.560.709.710.520.720;37.735.516.325.301.200;75.0;VILLA MARTHA;Sitio;CATALOGO
431;C-1256_F-360.jpg;LOS NARANJOS;2217.0;666.0;2418.0;666.0;2418.0;687.0;2217.0;686.0;12;C-1256_F-360;-7.561.393.755.154.090;3.772.583.454.819.270;100.0;LOS NARANJOS;Caserío;CATALOGO
432;C-1256_F-360.jpg;EL ARRETRAN CO;1933.0;693.0;2142.0;687.0;2143.0;715.0;1934.0;720.0;14;C-1256_F-360;-756.230.581.466.525;3.771.712.094.879.510;7.857.142.857.142.850;EL ARRISTRANCO;Sitio;CATALOGO
433;C-1256_F-360.jpg;TACHUELA;674.0;741.0;824.0;744.0;823.0;776.0;673.0;773.0;8;C-1256_F-360;-7.566.349.064.399.570;37.701.630.105.421.600;7.272.727.272.727.270;EL TACHUELA;Sitio;CATALOGO
434;C-1256_F-360.jpg;PUERTO CIELO;1685.0;788.0;1902.0;787.0;1903.0;822.0;1686.0;827.0;12;C-1256_F-360;-7.563.102.260.998.930;37.686.461.987.951.800;75.0;PUERTO NUEVO;Sitio;CATALOGO
435;C-1256_F-360.jpg;CURUCUCU;1990.0;795.0;2147.0;703.0;2160.0;723.0;2001.0;816.0;8;C-1256_F-360;-7.562.122.760.467.580;37.684.202.906.626.400;7.777.777.777.777.770;CURRUCUCÚ;Caño;CATALOGO
436;C-1256_F-360.jpg;LA ESTRELLA;2303.0;811.0;2539.0;811.0;2539.0;853.0;2303.0;853.0;11;C-1256_F-360;-7.561.117.568.119.020;37.679.039.292.168.600;100.0;LA ESTRELLA;Chorro;CATALOGO
437;C-1256_F-360.jpg;BEGONIA;880.0;909.0;1037.0;902.0;1039.0;936.0;881.0;944.0;7;C-1256_F-360;-756.568.750.010.627;37.647.412.153.614.400;7.142.857.142.857.140;BETANIA;Sitio;CATALOGO
438;C-1256_F-360.jpg;EL BOSQUE;1644.0;959.0;1911.0;1108.0;1893.0;1147.0;1626.0;995.0;9;C-1256_F-360;-7.563.233.931.562.160;37.631.275.858.433.700;100.0;EL BOSQUE;Sabana;CATALOGO
439;C-1256_F-360.jpg;EL AGRADO;2053.0;941.0;2229.0;939.0;2230.0;966.0;2053.0;968.0;9;C-1256_F-360;-7.561.920.437.407.010;376.370.849.246.988;7.777.777.777.777.770;EL PRADO;Sitio;CATALOGO
440;C-1256_F-360.jpg;FLORENCIA;665.0;1040.0;855.0;1039.0;855.0;1072.0;665.0;1072.0;9;C-1256_F-360;-7.566.377.967.693.940;3.760.513.506.024.090;100.0;FLORENCIA;Sitio;CATALOGO
441;C-1256_F-360.jpg;SAN PEDRO;1967.0;1000.0;2157.0;1000.0;2157.0;1028.0;1967.0;1028.0;9;C-1256_F-360;-7.562.196.624.442.080;37.618.044.096.385.500;100.0;SAN PEDRO;Sitio;CATALOGO
442;C-1256_F-360.jpg;LAS PAVAS;2092.0;1044.0;2276.0;952.0;2289.0;983.0;2107.0;1067.0;9;C-1256_F-360;-7.561.795.189.798.080;376.038.441.566.265;7.777.777.777.777.770;LAS DAMAS;Vereda;CATALOGO
443;C-1256_F-360.jpg;JEL DIVISO;1113.0;1171.0;1282.0;1180.0;1280.0;1216.0;1113.0;1207.0;10;C-1256_F-360;-7.564.939.225.929.860;3.756.285.796.686.740;90.0;EL DIVISO;Sitio;CATALOGO
444;C-1256_F-360.jpg;EL REGALD;1688.0;1181.0;1854.0;1179.0;1855.0;1201.0;1688.0;1204.0;9;C-1256_F-360;-7.563.092.626.567.480;37.559.630.707.831.300;8.888.888.888.888.880;EL REGALO;Sitio;CATALOGO
445;C-1256_F-360.jpg;SANTA FE;1436.0;1215.0;1630.0;1215.0;1630.0;1255.0;1436.0;1256.0;8;C-1256_F-360;-7.563.901.918.809.770;37.548.658.027.108.400;100.0;SANTA FE;Sitio;CATALOGO
446;C-1256_F-360.jpg;LOMAEL CURAL;2433.0;1208.0;2559.0;1399.0;2538.0;1419.0;2401.0;1225.0;12;C-1256_F-360;-7.560.700.076.089.260;37.550.917.108.433.700;7.333.333.333.333.330;LOMA EL CHIRCAL;Sitio;CATALOGO
447;C-1256_F-360.jpg;CAMPO ALEGRE;1660.0;1244.0;1871.0;1239.0;1871.0;1259.0;1660.0;1264.0;12;C-1256_F-360;-7.563.182.547.927.730;37.539.298.975.903.600;100.0;CAMPO ALEGRE;Vereda;CATALOGO
448;C-1256_F-360.jpg;TRES ESQUINAS;721.0;1329.0;979.0;1328.0;979.0;1362.0;721.0;1363.0;13;C-1256_F-360;-7.566.198.124.973.430;37.511.867.274.096.300;100.0;TRES ESQUINAS;Sitio;CATALOGO
449;C-1256_F-360.jpg;LAS MARIAS;1070.0;1306.0;1279.0;1306.0;1279.0;1351.0;1070.0;1351.0;10;C-1256_F-360;-7.565.077.319.447.390;37.519.289.969.879.500;7.272.727.272.727.270;LAS ACACIAS;Sitio;CATALOGO
450;C-1256_F-360.jpg;SANTA INES;2023.0;1336.0;2228.0;1326.0;2230.0;1355.0;2023.0;1365.0;10;C-1256_F-360;-7.562.016.781.721.570;3.750.960.819.277.100;90.0;SANTA INÉS;Sitio;CATALOGO
451;C-1256_F-360.jpg;EL CURAL;2309.0;1320.0;2456.0;1320.0;2456.0;1341.0;2309.0;1342.0;8;C-1256_F-360;-7.561.098.299.256.100;3.751.477.180.722.890;75.0;EL CEJAL;Laguna;CATALOGO
452;C-1256_F-360.jpg;ALA MIRADA;791.0;1480.0;999.0;1473.0;1001.0;1515.0;791.0;1519.0;10;C-1256_F-360;-7.565.973.321.572.790;3.746.313.566.265.060;90.0;LA MIRADA;Sitio;CATALOGO
453;C-1256_F-360.jpg;LA ESPERANZA IL;1734.0;1486.0;2008.0;1485.0;2008.0;1510.0;1734.0;1511.0;15;C-1256_F-360;-756.294.489.861.849;37.461.199.307.228.900;80.0;LA ESPERANZA;Vereda;CATALOGO
454;C-1256_F-360.jpg;DEL SALADO;2383.0;1456.0;2544.0;1455.0;2545.0;1478.0;2383.0;1479.0;10;C-1256_F-360;-7.560.860.649.946.860;37.470.881.084.337.300;90.0;EL SALADO;Vereda;CATALOGO
455;C-1256_F-360.jpg;EL SALADO;2287.0;1514.0;2290.0;1328.0;2328.0;1329.0;2321.0;1515.0;9;C-1256_F-360;-7.561.168.951.753.450;37.452.162.981.927.700;7.777.777.777.777.770;EL SALTO;Sitio;CATALOGO
456;C-1256_F-360.jpg;EL DESCANSO;961.0;1580.0;1172.0;1582.0;1171.0;1620.0;961.0;1617.0;11;C-1256_F-360;-756.542.737.045.696;37.430.863.072.289.100;7.272.727.272.727.270;EL REMANSO;Sitio;CATALOGO
457;C-1256_F-360.jpg;FILO SECO SAN PABLOD;1667.0;1552.0;2075.0;1552.0;2075.0;1588.0;1667.0;1590.0;20;C-1256_F-360;-7.563.160.067.587.670;3.743.989.939.759.030;65.0;;;
458;C-1256_F-360.jpg;LOS ALTARES;2133.0;1553.0;2308.0;1553.0;2308.0;1576.0;2133.0;1576.0;11;C-1256_F-360;-7.561.663.519.234.850;3.743.957.667.168.670;7.272.727.272.727.270;LOS ALPES;Sitio;CATALOGO
459;C-1256_F-360.jpg;TLA TOLDA;936.0;1657.0;1126.0;1653.0;1127.0;1689.0;936.0;1693.0;9;C-1256_F-360;-756.550.765.738.576;3.740.601.317.771.080;8.888.888.888.888.880;LA TOLDA;Alto;CATALOGO
460;C-1256_F-360.jpg;LAS VIOLETAS;1279.0;1630.0;1492.0;1631.0;1491.0;1674.0;1278.0;1670.0;12;C-1256_F-360;-7.564.406.120.722.630;37.414.726.777.108.400;75.0;LAS PILITAS;Sitio;CATALOGO
461;C-1256_F-360.jpg;BOLIVIA;2055.0;1668.0;2160.0;1667.0;2160.0;1691.0;2055.0;1693.0;7;C-1256_F-360;-756.191.401.445.271;37.402.463.192.771.000;100.0;BOLIVIA;Quebrada;CATALOGO
462;C-1256_F-360.jpg;LAS FLORES;1516.0;1731.0;1677.0;1730.0;1677.0;1750.0;1516.0;1752.0;10;C-1256_F-360;-756.364.500.063.762;37.382.131.460.843.300;100.0;LAS FLORES;Vereda;CATALOGO
463;C-1256_F-360.jpg;FINLANDIA;1742.0;1722.0;1954.0;1731.0;1952.0;1769.0;1740.0;1760.0;9;C-1256_F-360;-7.562.919.206.801.270;37.385.035.993.975.900;8.888.888.888.888.880;FILANDIA;Sitio;CATALOGO
464;C-1256_F-360.jpg;SAN PABLO;2059.0;1709.0;2254.0;1709.0;2254.0;1736.0;2059.0;1737.0;9;C-1256_F-360;-7.561.901.168.544.100;37.389.231.430.722.800;100.0;SAN PABLO;Sitio;CATALOGO
465;C-1256_F-360.jpg;ULA MIRANDA;1031.0;1782.0;1256.0;1781.0;1256.0;1806.0;1031.0;1807.0;11;C-1256_F-360;-7.565.202.567.056.320;3.736.567.243.975.900;8.181.818.181.818.180;LA MIRADA;Sitio;CATALOGO
466;C-1256_F-360.jpg;NONOH VINVE;1979.0;1762.0;1845.0;1623.0;1871.0;1600.0;2009.0;1733.0;11;C-1256_F-360;-7.562.158.086.716.250;37.372.126.957.831.300;5.454.545.454.545.450;;;
467;C-1256_F-360.jpg;PTE COLGANTE;1950.0;1775.0;2158.0;1836.0;2151.0;1858.0;1947.0;1800.0;12;C-1256_F-360;-7.562.251.219.553.660;3.736.793.152.108.430;58.333.333.333.333.300;;;
468;C-1256_F-360.jpg;BETANIA;356.0;1825.0;535.0;1819.0;536.0;1855.0;356.0;1860.0;7;C-1256_F-360;-7.567.370.314.133.890;37.351.795.225.903.600;100.0;BETANIA;Sitio;CATALOGO
469;C-1256_F-360.jpg;DEL RELAM PAGO;1298.0;1795.0;1563.0;1792.0;1564.0;1829.0;1299.0;1835.0;14;C-1256_F-360;-7.564.345.102.656.740;3.736.147.700.301.200;7.857.142.857.142.850;EL RELÁMPAGO;Sitio;CATALOGO
470;C-1256_F-360.jpg;EL MIRADOR;1735.0;1809.0;1978.0;1810.0;1978.0;1841.0;1735.0;1841.0;10;C-1256_F-360;-7.562.941.687.141.330;37.356.958.840.361.400;100.0;EL MIRADOR;Sitio;CATALOGO
471;C-1256_F-360.jpg;LOS LAURELS;2109.0;1775.0;2308.0;1769.0;2309.0;1812.0;2109.0;1817.0;11;C-1256_F-360;-7.561.740.594.686.500;3.736.793.152.108.430;9.166.666.666.666.660;LOS LAURELES;Cuchilla;CATALOGO
472;C-1256_F-360.jpg;WAS DE COBRE;814.0;1858.0;1035.0;1851.0;1037.0;1893.0;815.0;1904.0;12;C-1256_F-360;-75.658.994.575.983;37.341.145.271.084.300;6.153.846.153.846.150;;;
473;C-1256_F-360.jpg;LA ALCANCINA;1080.0;1851.0;1300.0;1852.0;1300.0;1881.0;1080.0;1879.0;12;C-1256_F-360;-7.565.045.204.675.870;37.343.404.352.409.600;75.0;LA ALSACIA;Sitio;CATALOGO
474;C-1256_F-360.jpg;EXPLOT;865.0;1883.0;1004.0;1876.0;1006.0;1909.0;867.0;1915.0;6;C-1256_F-360;-756.573.567.226.355;37.333.077.123.493.900;5.714.285.714.285.710;;;
475;C-1256_F-360.jpg;XLA FONDA;1821.0;1863.0;2047.0;1850.0;2049.0;1881.0;1824.0;1902.0;9;C-1256_F-360;-756.266.550.010.627;37.339.531.641.566.200;7.777.777.777.777.770;LA HONDA;Sitio;CATALOGO
476;C-1256_F-360.jpg;EL SILENCIO;2160.0;1852.0;2319.0;1851.0;2319.0;1877.0;2160.0;1877.0;11;C-1256_F-360;-7.561.576.809.351.750;37.343.081.626.506.000;100.0;EL SILENCIO;Sitio;CATALOGO
